data,stayingpower,texture,smell,price,others,colour,shipping,packing
"Son xinh , màu son lên cũng Oke , Phù hợp giá tiền , Giao hàng hơi lâu vì là hàng qte ",,,,positive,,positive,negative,
"Son đẹp rẻ
Ưng lắm ạ
Giao hàng nhanh đóng gói cẩn thận 
Màu siêu xinh",,,,,,positive,positive,positive
"Đánh mịn, lên đúng màu , mùi siu thơm.. giá lại rẻ, siu ưng luôn.",,positive,positive,positive,,positive,,
Mua cây thứ 2 của shop. Chất và màu vẫn ok. Nhưng mình thấy vẫn thích màu 25 hơn.,,positive,,,,positive,,
Vvkkj laosibshsus kosihavs s lzojahsusus kousvwgw klsusvs,,,,,neutral,,,
"Mình thấy màu giống hình mà, makeup lên xinh lắm đó, chất son thì miễn bàn, trước giờ rất thích chất son của merzy, lâu trôi, lớp base k bị hồng sến",positive,positive,,,,positive,,
"sonn rẻ đẹp hợp giá tiền
hình ảnh trên chỉ mangg tínhh chấty nhậnnn xu",,,,positive,,,,
"🥰Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này.
😎Hàng đóng gói rất đẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư",,,,,neutral,,,
"Chất lượng sản phẩm tuyệt vời
Đóng gói sản phẩm tuyệt vời đẹpp",,,,,,,,positive
Sản phẩm đóng gói chắc chắn. Săn sale nên được giá rẻ. 🤗🤗🤗🌈🌈🌈🌈,,,,positive,,,,positive
"chất son khá ổn, mới test thử 2 cây thì lên màu chuẩn nha, mùi chocolate nên mình khá thích❤️",,positive,positive,,,positive,,
"Shop giao hàng nhanh, đóng gói cẩn thận, sản phẩm đẹp như mô tả, cám ơn shop vẫn phục vụ trong màu dịch. sẽ ủng hộ tiếp lần sau. (ko kịp chụp ảnh)",,,,,,,positive,positive
"Màu đẹp , chất son mướt , lì . Mỗi tội oder nhầm vỏ cũ . Mọi thứ đều perfect trừ cọ tán quá chán luôn",positive,positive,,,,positive,,
"Đóng gói cẩn thận
Giao hàng nhanh
Màu bôi lên xinh lắm mọi người ơi",,,,,,positive,positive,positive
Tuỵt vờiiiiiiiiiiiiii sjsjshsbsishwwhdhhdbdkwowhweuwjedn đkdijeendjudbeeidudhheeuwiwod fmdkjdvsiwyowgeu2icsiuw e jsisveoeywobslx  djshsnsbsibewnshiehwishod dbdishwnsbidbsbshshsiwhiwuwuuwoqmdbhyx,,,,,neutral,,,
Mua nhiều lần lắm lun í tại vì thích cái cách bọc hàng của shop chắc chắn mà đẹp lắm lunn tại mua nhiều nên mình k check vì mình biết auth rùi nchung 100 đỉm lunn nha mua đi mua lại mãi vẫn chọn chỗ này thuii giá cả cũng rẻ nữa nên mua nha mọi ngừii,,,,positive,,,,positive
"Do dịch nẻn giao hàng hơi lâu nhưng đóng gói đẹp,mẫu cũng đẹp,chưa sd nên chưa biết chất lượng ra sao",,,,,,,negative,positive
"Cmt mang tính chất nhận xu 
Nhma sp khá ok ạ
Ảhvs video k liên qua lắm",,,,,neutral,,,
"đóng gói sản phẩm cẩn thận, màu son xinh lắm ,hình ảnh chỉ mang tính chất nhận xu thôi hihi",,,,,,positive,,positive
"Son đẹp cực màu sắc đúng đỉnh ,mùi thơm , rất đáng tiền ,đóng gói cẩn thận ,shipper nhiệt tình nhất định sẽ ủng hộ shop tiếp trong tương lai",,,positive,positive,,positive,positive,positive
"Giao hàng nhanh, son vỏ đẹp, lên màu đẹp, mịn, rất Okio với giá này",,positive,,,,positive,positive,
"Màu k giống ảnh đâu tươi lắm tuy nhiên gias này nên k đòi hỏi
Vbchfhchccvxxxgvxvxbxvdvdhchfhfhfjfufrdhrbfcvxsfhdjgmhbchfjgkhcgxdkbm shrghhdhj cbmhm mbmb.",,,,positive,,negative,,
"Máu xon xinh, giống ảnh mẫu. Mỗi tội hàng quốc tế nên giao hơi lâu :(((",,,,,,positive,negative,
giao hàng nhanh màu 401 khác hẳn so với hình nhưng màu lên vẫn đẹp giống mấy màu mình hay dùng hằng ngày,,,,,,positive,positive,
good,,,,,neutral,,,
"Công dụng: depjD
Kết cấu: ok
Độ bền màu: ok
Mascara rấc lè xinh luông son mua thỏi t2 rùiiiiuuuu",positive,positive,,,,,,
"Mình mua trúng đợt sale nên giá khá rẻ, đc shop tặng 1 cây son eglips màu 04 gần giống với 2 tone màu mình mua son, cảm ơn shop rất nhiều",,,,positive,,neutral,,
"Màu 922 rất đẹp nha. Chất son lỏng nhg đánh lên môi sẽ lì luôn, ko bị dính đâu, cảm giác đánh như ko đánh ấy. Ship trong vòng 1 tuần. Lúc lấy cọ son ra hơi kẹt thôi. Còn đâu mình nghĩ okk💯💯",positive,neutral,,,,positive,neutral,
"Son đẹp, hơi khô tí nhưng mà với giá như vạy thì xứng đáng rồi 💗💗💗💗 giao hàng hơi lâu, chắc do vận chuyển nên hộp son hơi bị méo 
Ảnh + vid mang tính chất lấy xu",,positive,,positive,,,negative,negative
Son không thơm lắm.,,,negative,,,,,
Giao hàng nhanh chất son cũng OK mịn nhưng mình ko thích màu này một tí huhu 🥰🥰🥰🥰🥰🥰🥰🥰,,positive,,,,negative,positive,
son xinh xĩu shop giao đủ nha mấy bạn gia ngăm nên mua màu này tôn da xĩu ý,,,,,,positive,,
"son lên màu phải gọi là đỉnh quá luôn nha, quá xuất sắc",,,,,,positive,,
"*hình ảnh mang tc nhận xu
Lên màu đẹppppp, trông tự nhiên lắm mỗi tội mùi ko thích lắm, ngửi như mùi chocolate coffee nồng lắm",,,negative,,,positive,,
"Công dụng: son môi
Kết cấu: kem lì
Độ bền màu: tốt
Lên màu chuẩn lắm mng ơii, không bị sỉn men răng hay kén da đâu, da ngăm hay da trắng đều dùng được. Đáng đồng tiền ghê lunn, mình được tặng thêm gương+lì xì cute lắm. Mng nên thoa một lớp son dưỡng trước khi dùng nhe. Nên mua nha mngg",positive,neutral,,positive,,positive,,
Vì dịch nên thời gian giao hàng hơi lâu . son thơm lên màu đẹp 😍😍,,,positive,,,positive,negative,
"Chất lg sp tuyệt vời, giao hàng khá lâu, phục vụ tốt, đáng tiền",,,,positive,,,negative,
"Đóng gói giao hàng kĩ lưỡng nhanh chóng ạ, thanks shop ạ .....",,,,,,,positive,positive
"Hàng quốc tế nên giao hơi lâu
Đóng gói siêu cẩn thận, chắc chắn luôn 
Son màu đẹp, mịn, rất thíchhhhh 😍😍",,positive,,,,positive,negative,
Hyycgguuuhhgghhjuiuuuuuuhhgghgghhhhhhhhhhhhhhhhhhhhjjjjjjjjjjjjjjjjjjjj,,,,,neutral,,,
Son lên màu rất đẹp chất cx đẹp mùi k thơm lắm nhưng vs số tiền đó thì rất được luôn,,positive,negative,positive,,positive,,
Son rất đẹp. Lâu trôi. Thiên cam nha. Shop đóng gói có tâm lắm luôn. Đáng mua,positive,,,,,neutral,,positive
"Son rẻ mà đánh lên như màu môi tự nhiên vậy. Rất hợp vs những ai thích màu môi đẹp tự nhiên, những ng k thích quá đậm",,,,positive,,positive,,
"Son nhà bbia thì khủi phải bàn về chất lượng
Màu 25 siu siu đỉnh
Do mình mua tặng nên ko kịp chụp ảnh fback",,,,,,positive,,
"Giao hàng siêu nhanh, đóng gói rất chắc chắn. Chất lượng tuyệt vời",,,,,,,positive,positive
"Độ bền màu: nice
Công dụng: nIce
Kết cấu: nice
Son thơm màu đẹp xỉu giá rẻ , cực thích mấy mẫu son nội địa trung",positive,positive,positive,positive,,positive,,
"Công dụng: son nà
Kết cấu: đẹp xinh nà
Chất lượng sản phẩm tuyệt zời ạ",,positive,,,,,,
Chất son mịn. Màu son lên đều. Săn đc sale nên giá rất mềm. Được tặng thêm 1 cây con nhỏ,,positive,,positive,,positive,,
"hm.... chất son mình kh thích lắm, màu cũng hơi oke thôi nhaaa",,negative,,,,neutral,,
Son khi thử lên trên t rất mướt nhưng khi dùng trên môi thì không đi nhưng tiền nào của đấy thôii,,negative,,positive,,,,
"Màu đẹp nha mọi người, mình đã mua 3 cây của hãng này rồi. Xài son mịn, màu đẹp, chỉ có là ăn uống thì cũng mau bị trôi lắm á.",negative,positive,,,,positive,,
ui son đẹp nhất từ trc tới giờ mình dùngg. son ko bị bột. đánh lên mịn môi lắmmm,,positive,,,,,,
"Son lên da hơi bị bợt, phù hợp làm base rồi mix màu đậm hơn là ổn.",,,,,,negative,,
Giao hàng quốc tế nhưng ship nhanh. Hàng mẫu mã đẹp. Chưa dùng thử,,,,,,,positive,
Màu xinh mua nhiều rùi hêhhhehehehehehehhehehehehehehheheheheheheh,,,,,,positive,,
"Son lên môi mướt, mịn. Thiết kế kh đẹp lắm nhưng xài khá ổn. Nên mua",,positive,,,,,,
"son xinh từ vỏ đến màu son á, ncl giá rẻ nhma ưng , giao hàng nhanh..",,,,positive,,positive,positive,
"Giao hàng hong nhanh cũng hong chậm
Chất lượng sp thì tuỵt zời hớt sảy con pà pảyyy
Còn được tặng thim 1 cây sonn, mặt nạ môi zới cái mặt nạ giống hình quả trứng éee
Siu thíchhh",,,,,,,neutral,
"Son mua lần thứ ✌️ nhưng vẫn mê màu cũ, đỏ nâu, nên vẫn mua lại y như thỏi trước từng mua, nhìn chung là khỏi bàn, mua lần thứ hai là biết mê thế nào rùi 😍 mng nên mua nha",,,,,,positive,,
"Đánh lên tay màu đẹp xỉu, nhưng bà nào da ngăm hay môi môi hơi thâm thì né cái màu 203 ra nha. Đánh lên màu như màu hồng đào trông sợ lắm, da trắng đánh màu 203 này thì đẹp xỉu luôn. Màu 107 đánh cũng ok",,,,,,positive,,
"Màu son đẹp lắm ạ, mềm, mịn, thơm nữa, mọi người nên mua nha,😁😁",,positive,positive,,,positive,,
"Chất lượng tốt, màu lên đẹp, vỏ son rất xinh. Sẽ ủng hộ tiếp 🥰🥰🥰",,,,,,positive,,
Chất lượng tuyệt vời do dịch nên giao hơi lâu xíu hình ảnh chỉ mang tính chất nhận xu,,,,,,,negative,
Chất lượng sản phẩm tuyệt mùi son như mùi kẹo màu son lên màu đẹp,,,positive,,,positive,,
Màu 301 đẹp chất son mịn thơm như mùi kẹo. Màu 203 tô lên kiểu hồng cánh sen mọi ng cẩn thận nha,,positive,positive,,,positive,,
"XIN CHÀO! HÔM NAY VŨ TRỤ LẠI CÓ TIN NHẮN GỬI TỚI BẠN 💌
REALLOVE CỦA BẠN BAO GIỜ MỚI TỚI? 

Hãy chọn một tụ bài bạn bị thu hút nhất! 
Sau đó đọc kết quả sau một tiếng nữa nhé! ❤️

[Trải bài ứng với các bạn đang độc thân]",,,,,neutral,,,
"Chất lượng sản phẩm tuyệt vời, rất ưng ý, y như hình luôn và giao hàng nhanh.",,,,,,,positive,
"Son giao hơi lâu nma kh sao
Chất thơm ,son mướt xinh 
Sẽ quay lại ủng hộ tiếp",,positive,positive,,,,negative,
"Son xịnnnnnn lắmmmm lun , thỏi này thỏi thứ 10000000900000 rùi á , mềmmmmmmmmmmmmmmm mượtttttttttttt thơmmmmmmm, màuuyuyuuu đẹppppppppppp ,,,,,,  ,,,, nênnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn muaaaaaaaaaaaaaaa",,positive,positive,,,positive,,
Sonnn đẹpp mê li luôn giao hàng nhanhhhhhhhhhhhhhhhhhhhhh,,,,,,,positive,
Rất tuyệt son màu đẹp và cực kì chất lượng rất đáng mua đó mọi người,,,,,,positive,,
"Shop giao hàng đúng mẫu, đóng gói cẩn thận. Người bán đã gửi gắm tình cảm vào từng sản phẩm của mình. Cảm ơn shop nhiều!",,,,,,,neutral,positive
Thỏi rất là đẹp nè. Đóng gói rất xịn luôn. Chưa dùng nen cũng kb sao nhưng mà chất so. Rất ok nha m g ơi,,positive,,,,,,positive
Sản phẩm dùng rất là OK ah. Mọi ng nên mua nha giao hàng cũng nhanh nữa,,,,,,,positive,
Son chất đẹp khá lì có lớp màu nhẹ sau khi trôi………………………………..,positive,positive,,,,,,
Rất thích mua hàng ở skinfood vì giao hàng rất nhanh mà còn đúng sản phẩm,,,,,,,positive,
"Màu 402 với màu 502 mình thấy khá giống nhau cam gạch. 402 đậm hơn . Màu Đẹp
Son hơi dễ trôi
Nhưng với giá này không yêu cầu gì nữa",negative,,,positive,,positive,,
"Do dịch bệnh nên giao hàng có chút hơi lâu
Shop gói hàng cẩn thận OK 
Chỉ có điều son nhanh trôi ko để đc lâu",negative,,,,,,negative,positive
xgkgxygoxigxgdskuraursurazcbvlcyoxdixitxtxktxtxixtxt kt,,,,,neutral,,,
👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌,,,,,neutral,,,
"Xinh lắm nhaaaaaaa
Nên mua nha mn
Quá rẻ lun
Son mùi cũng thơm mùi hơi giống mùi dâu tây ý",,,positive,positive,,,,
"Son xinh lắm luôn , màu đẹp lắm ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",,,,,,positive,,
"Công dụng: son bôi lên môi khá đẹp, có mùi dễ chịu, chất son êm lắm nha dễ tán.
Kết cấu: ổn
Độ bền màu: chưa đánh giá được
Giá cũng rẻ, chất lượng ổn. Khâu chuẩn bị hàng của shop khá lâu phải nhắn tin shop mới đi hàng cho khách. Mong shop có thể cải thiện",neutral,positive,positive,positive,,,negative,
"Son đẹp nhưng mà thiên về đỏ, ít nâu lắm giao hàng hơi lâuuuuuu",,,,,,neutral,negative,
Xinh lắm luôn ạ trông màu đẹp cute muốn xỉu lại còn mịn và lì nữa,positive,positive,,,,positive,,
"Mình thích 302 nhưng mà tán khó vì nó quá lì. Lì như màu nước ấy:)
Màu 403 tán dễ cũng đẹp nữa
Giao đủ và đúng hàng
Nhưng mà có 2,4 gam thôii hơi bé và nhẹ hơn tưởng tượng.",positive,negative,,,,neutral,neutral,
Sản phẩm rất tốt so với giá tiền.. Lên màu đẹp lắm nha 👍 ,,,,positive,,positive,,
Công dụng: son lì nâu trôi giao hàng thì hơi laau hình ảnh mang tính chất nhận xu,positive,,,,,,negative,
"đóng gói sản phẩm đẹp và chắc
màu quá xinh
chất mịn 
giao hàng nhanh",,positive,,,,positive,positive,positive
Sgbthygbghfetujbgfdgghhhhgftygjjjhgfdhjjyffeffgggee,,,,,neutral,,,
Màu ổn,,,,,,positive,,
Màu xinh xỉu giống BR 12 vậy asssssssssssssssssssssssss=))(,,,,,,positive,,
Son chất mịn k bị nặng môi bên ngoài vỏ son cũng khá ưng nha mọi người nên mua nhé.....,,positive,,,,,,
Sản phẩm ok lắm ạ. Cho shop 5 sao. Lần sau mình sẽ ủng hộ tiếp ❤❤❤,,,,,neutral,,,
"Săn sale 24k cho 1 thỏi son quá ưng ý. Chất son mịn, đánh lên môi chuẩn màu",,positive,,positive,,positive,,
Chào bạn. nếu thấy không còn nhiều bất cập. trong trường hợp không nên ăn các món đặc sản nổi tiếng ,,,,,neutral,,,
Son về đẹp lắm nè🥺 màu xịn lắm lunnnn! Ưa nhất là vỏ son í xinh xỉu🥰 shop gói hàng siu uy tín 😍,,,,,,positive,,positive
Đóng gói cẩn thậnnnn.mua bên shop nên yên tâm chấttt lượnggg,,,,,,,,positive
NAN,,,,,neutral,,,
Đóng gói hàng chắc chắn …… sản phẩm okkkkkkkkkkkkkkkk🤍💜🤍💜🤍💜🤍💜🤍💜,,,,,,,,positive
Màu siêu siêu đẹp fan chung thành của bbia giao hàng nhanh 10 sao,,,,,,positive,positive,
"Đơn hàng giao nhanh ,bbia 24 thì màu siêu đẹp khỏi nói rồi ạ hihi",,,,,,positive,positive,
"Màu đẹp, mướt lắm luôn",,positive,,,,positive,,
"Trời ơi săn được sale quá ư rẻ luôn ý, mà shop gói rất cẩn thận, trông thỏi son sang xịn mịn luôn. Mình mua tặng bạn nên chưa thử được chất son",,neutral,,positive,,,,positive
NAN,,,,,neutral,,,
"Son thơm màu xinh vỏ cũng sang xịn mịn, giá cũng rẻ, hahahahha",,positive,positive,positive,,positive,,
"Mình chưa thử lên môi nhưng quẹt 1 chút ra tay thì thấy nó lì lắm á, qua 1 lần tắm mà vẫn còn thấy vết son. Thấy review tốt nên mua về xài thử chứ chưa xài đồ của hãng bao giờ, nếu tốt mình chắc chắc sẽ đặt thêm. Video mang tính chất nhận xu ah",positive,,,,,,,
"son đẹp lắm luôn ý, còn giao hàng nhanh nữa đáng tiền mua lắm nha😚",,,,positive,,,positive,
Son nhỏ xinh lắm luôn ý💗 nhưng màu bên ngoài khác hơn màu trên bảng của hãng đăng😂,,,,,,negative,,
"Son của nhà Bbia thì khỏi nói rồi, thích dã man, mình có cả chục thỏi các ver khác nhau. Son đắt tiền mình cũng có nhiều nhưng dùng thấy ưng mỗi chất của nhà Bbia. Đã thế còn mua son còn đc tặng bao lì xì với cái gương xinh xỉu",,positive,,,,,,
"Màu son lên đẹp, son bóng thì mùi bạc hà còn son kem lì thì mùi sáp quá nên mình ko thích mùi son cho lắm",,,negative,,,positive,,
"Cây son đẹp, chất son ok. Giá quá rẻ. Sẽ ủng hộ thêm. Màu lên môi chuẩn",,positive,,positive,,positive,,
"Màu xinh nhá. Màu này đánh nhạt cũng xinh. Mua tặng bạn nên ko chụp hình lại đc. Nói chung ok ko có gì chê. Son chất kem, ko khô môi, bị cái hay dây ra thành ly cốc nhanh bay màu",negative,positive,,,,positive,,
Nsnxhsnjsjsksbzjxbhhshsbsbxhhshshbsbsnsnsnksndndjdn,,,,,neutral,,,
Ozdyoxhdpfxufupxfxupfupxufyfoyofyozyfzozroyzyofoyzfyfoz,,,,,neutral,,,
Check mã vạch ra sản phẩm.. nên mua kg biết đẹp không nhưng hài lòng,,,,,neutral,,,
"Quá đẹpppoo nhoéeeee , rất là nên mua mình mua 1 thỏi 1 kem mà đc tặng thêm 1 cây nữa , ưnggg",,,,,neutral,,,
"Hình ảnh và video k liên quan 
Sdvjkkutdcbnlljgfewqascvnnkh",,,,,neutral,,,
"Son đẹp, đáng tiền mua. Lần sau sẽ ủng hộ. Hình ảnh mang tc nhận xu",,,,positive,,,,
"Đẹp nha mn, môi mềm ai, 
Lần thứ 2 mình mua rồi ạ ❤️❤️❤️❤️❤️❤️❤️❤️❤️🥰🥰🥰🥰🥰",,,,,neutral,,,
